Accession,Organism_Name,Species,Genotype,Isolate,Segment,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
OY283022,Influenza A virus,Alphainfluenzavirus influenzae,,,3,2268,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-03-20,2023-07-06,ssRNA(-)
OY283023,Influenza A virus,Alphainfluenzavirus influenzae,,,4,1834,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-03-20,2023-07-06,ssRNA(-)
OY283024,Influenza A virus,Alphainfluenzavirus influenzae,,,5,1804,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-03-20,2023-07-06,ssRNA(-)
OY283025,Influenza A virus,Alphainfluenzavirus influenzae,,,6,1521,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-03-20,2023-07-06,ssRNA(-)
OY283026,Influenza A virus,Alphainfluenzavirus influenzae,,,7,1149,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-03-20,2023-07-06,ssRNA(-)
OY283027,Influenza A virus,Alphainfluenzavirus influenzae,,,8,1065,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-03-20,2023-07-06,ssRNA(-)
OY283028,Influenza A virus,Alphainfluenzavirus influenzae,,,1,2341,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-23,2023-07-06,ssRNA(-)
OY283029,Influenza A virus,Alphainfluenzavirus influenzae,,,2,2341,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-23,2023-07-06,ssRNA(-)
OY283030,Influenza A virus,Alphainfluenzavirus influenzae,,,3,2234,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-23,2023-07-06,ssRNA(-)
OY283031,Influenza A virus,Alphainfluenzavirus influenzae,,,4,1762,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-23,2023-07-06,ssRNA(-)
OY283032,Influenza A virus,Alphainfluenzavirus influenzae,,,5,1566,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-23,2023-07-06,ssRNA(-)
OY283033,Influenza A virus,Alphainfluenzavirus influenzae,,,6,1466,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-23,2023-07-06,ssRNA(-)
OY283034,Influenza A virus,Alphainfluenzavirus influenzae,,,7,1027,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-23,2023-07-06,ssRNA(-)
OY283035,Influenza A virus,Alphainfluenzavirus influenzae,,,8,890,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-23,2023-07-06,ssRNA(-)
OY283036,Influenza A virus,Alphainfluenzavirus influenzae,,,1,2341,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-26,2023-07-06,ssRNA(-)
OY283037,Influenza A virus,Alphainfluenzavirus influenzae,,,2,2341,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-26,2023-07-06,ssRNA(-)
OY283038,Influenza A virus,Alphainfluenzavirus influenzae,,,3,2233,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-26,2023-07-06,ssRNA(-)
OY283039,Influenza A virus,Alphainfluenzavirus influenzae,,,4,1762,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-26,2023-07-06,ssRNA(-)
OY283040,Influenza A virus,Alphainfluenzavirus influenzae,,,5,1566,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-26,2023-07-06,ssRNA(-)
OY283041,Influenza A virus,Alphainfluenzavirus influenzae,,,6,1466,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-26,2023-07-06,ssRNA(-)
OY283042,Influenza A virus,Alphainfluenzavirus influenzae,,,7,1027,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-26,2023-07-06,ssRNA(-)
OY283043,Influenza A virus,Alphainfluenzavirus influenzae,,,8,890,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-26,2023-07-06,ssRNA(-)
OY283044,Influenza A virus,Alphainfluenzavirus influenzae,,,1,2341,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-02-05,2023-07-06,ssRNA(-)
OY283045,Influenza A virus,Alphainfluenzavirus influenzae,,,3,2233,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-02-05,2023-07-06,ssRNA(-)
OY283046,Influenza A virus,Alphainfluenzavirus influenzae,,,4,1762,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-02-05,2023-07-06,ssRNA(-)
OY283047,Influenza A virus,Alphainfluenzavirus influenzae,,,5,1566,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-02-05,2023-07-06,ssRNA(-)
OY283048,Influenza A virus,Alphainfluenzavirus influenzae,,,6,1466,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-02-05,2023-07-06,ssRNA(-)
OY283049,Influenza A virus,Alphainfluenzavirus influenzae,,,7,1027,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-02-05,2023-07-06,ssRNA(-)
OY283050,Influenza A virus,Alphainfluenzavirus influenzae,,,8,890,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-02-05,2023-07-06,ssRNA(-)
OY283051,Influenza A virus,Alphainfluenzavirus influenzae,,,4,1762,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-20,2023-07-06,ssRNA(-)
OY283052,Influenza A virus,Alphainfluenzavirus influenzae,,,5,1566,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-20,2023-07-06,ssRNA(-)
OY283053,Influenza A virus,Alphainfluenzavirus influenzae,,,6,1467,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-20,2023-07-06,ssRNA(-)
OY283054,Influenza A virus,Alphainfluenzavirus influenzae,,,7,1027,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-20,2023-07-06,ssRNA(-)
OY283055,Influenza A virus,Alphainfluenzavirus influenzae,,,8,890,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-20,2023-07-06,ssRNA(-)
OY283056,Influenza A virus,Alphainfluenzavirus influenzae,,,1,2341,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-22,2023-07-06,ssRNA(-)
OY283057,Influenza A virus,Alphainfluenzavirus influenzae,,,2,2341,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-22,2023-07-06,ssRNA(-)
OY283058,Influenza A virus,Alphainfluenzavirus influenzae,,,3,2230,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-22,2023-07-06,ssRNA(-)
OY283059,Influenza A virus,Alphainfluenzavirus influenzae,,,4,1762,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-22,2023-07-06,ssRNA(-)
OY283060,Influenza A virus,Alphainfluenzavirus influenzae,,,5,1566,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-22,2023-07-06,ssRNA(-)
OY283061,Influenza A virus,Alphainfluenzavirus influenzae,,,6,1466,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-22,2023-07-06,ssRNA(-)
OY283062,Influenza A virus,Alphainfluenzavirus influenzae,,,7,1027,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-22,2023-07-06,ssRNA(-)
OY283063,Influenza A virus,Alphainfluenzavirus influenzae,,,8,890,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-22,2023-07-06,ssRNA(-)
OY283064,Influenza A virus,Alphainfluenzavirus influenzae,,,2,2341,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-09,2023-07-06,ssRNA(-)
OY283065,Influenza A virus,Alphainfluenzavirus influenzae,,,4,1762,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-09,2023-07-06,ssRNA(-)
OY283066,Influenza A virus,Alphainfluenzavirus influenzae,,,5,1566,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-09,2023-07-06,ssRNA(-)
OY283067,Influenza A virus,Alphainfluenzavirus influenzae,,,6,1466,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-09,2023-07-06,ssRNA(-)
OY283068,Influenza A virus,Alphainfluenzavirus influenzae,,,7,1027,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-09,2023-07-06,ssRNA(-)
OY283069,Influenza A virus,Alphainfluenzavirus influenzae,,,8,890,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-09,2023-07-06,ssRNA(-)
OY283070,Influenza A virus,Alphainfluenzavirus influenzae,,,1,2334,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-03-21,2023-07-06,ssRNA(-)
OY283071,Influenza A virus,Alphainfluenzavirus influenzae,,,2,2351,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-03-21,2023-07-06,ssRNA(-)
OY283072,Influenza A virus,Alphainfluenzavirus influenzae,,,3,2268,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-03-21,2023-07-06,ssRNA(-)
OY283073,Influenza A virus,Alphainfluenzavirus influenzae,,,4,1834,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-03-21,2023-07-06,ssRNA(-)
OY283074,Influenza A virus,Alphainfluenzavirus influenzae,,,5,1804,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-03-21,2023-07-06,ssRNA(-)
OY283075,Influenza A virus,Alphainfluenzavirus influenzae,,,6,1522,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-03-21,2023-07-06,ssRNA(-)
OY283076,Influenza A virus,Alphainfluenzavirus influenzae,,,7,1149,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-03-21,2023-07-06,ssRNA(-)
OY283077,Influenza A virus,Alphainfluenzavirus influenzae,,,8,1066,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-03-21,2023-07-06,ssRNA(-)
OY283078,Influenza A virus,Alphainfluenzavirus influenzae,,,3,2151,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-22,2023-07-06,ssRNA(-)
OY283079,Influenza A virus,Alphainfluenzavirus influenzae,,,4,1701,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-22,2023-07-06,ssRNA(-)
OY283080,Influenza A virus,Alphainfluenzavirus influenzae,,,5,1497,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-22,2023-07-06,ssRNA(-)
OY283081,Influenza A virus,Alphainfluenzavirus influenzae,,,6,1410,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-22,2023-07-06,ssRNA(-)
OY283082,Influenza A virus,Alphainfluenzavirus influenzae,,,7,982,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-22,2023-07-06,ssRNA(-)
OY283083,Influenza A virus,Alphainfluenzavirus influenzae,,,8,863,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-22,2023-07-06,ssRNA(-)
OY283084,Influenza A virus,Alphainfluenzavirus influenzae,,,1,2279,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-03,2023-07-06,ssRNA(-)
OY283085,Influenza A virus,Alphainfluenzavirus influenzae,,,2,2274,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-03,2023-07-06,ssRNA(-)
OY283086,Influenza A virus,Alphainfluenzavirus influenzae,,,3,2151,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-03,2023-07-06,ssRNA(-)
OY283087,Influenza A virus,Alphainfluenzavirus influenzae,,,4,1703,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-03,2023-07-06,ssRNA(-)
OY283088,Influenza A virus,Alphainfluenzavirus influenzae,,,5,1497,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-03,2023-07-06,ssRNA(-)
OY283089,Influenza A virus,Alphainfluenzavirus influenzae,,,6,1410,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-03,2023-07-06,ssRNA(-)
OY283090,Influenza A virus,Alphainfluenzavirus influenzae,,,7,982,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-03,2023-07-06,ssRNA(-)
OY283091,Influenza A virus,Alphainfluenzavirus influenzae,,,8,863,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-03,2023-07-06,ssRNA(-)
OY283092,Influenza A virus,Alphainfluenzavirus influenzae,,,1,2334,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-17,2023-07-06,ssRNA(-)
OY283093,Influenza A virus,Alphainfluenzavirus influenzae,,,2,2351,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-17,2023-07-06,ssRNA(-)
OY283094,Influenza A virus,Alphainfluenzavirus influenzae,,,3,2270,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-17,2023-07-06,ssRNA(-)
OY283095,Influenza A virus,Alphainfluenzavirus influenzae,,,4,1834,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-17,2023-07-06,ssRNA(-)
OY283096,Influenza A virus,Alphainfluenzavirus influenzae,,,5,1805,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-17,2023-07-06,ssRNA(-)
OY283097,Influenza A virus,Alphainfluenzavirus influenzae,,,6,1522,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-17,2023-07-06,ssRNA(-)
OY283098,Influenza A virus,Alphainfluenzavirus influenzae,,,7,1149,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-17,2023-07-06,ssRNA(-)
OY283099,Influenza A virus,Alphainfluenzavirus influenzae,,,8,1066,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-17,2023-07-06,ssRNA(-)
OY283100,Influenza A virus,Alphainfluenzavirus influenzae,,,4,1762,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-27,2023-07-06,ssRNA(-)
OY283101,Influenza A virus,Alphainfluenzavirus influenzae,,,5,1564,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-27,2023-07-06,ssRNA(-)
OY283102,Influenza A virus,Alphainfluenzavirus influenzae,,,6,1466,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-27,2023-07-06,ssRNA(-)
OY283103,Influenza A virus,Alphainfluenzavirus influenzae,,,7,1027,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-27,2023-07-06,ssRNA(-)
OY283104,Influenza A virus,Alphainfluenzavirus influenzae,,,8,890,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-27,2023-07-06,ssRNA(-)
OY283105,Influenza A virus,Alphainfluenzavirus influenzae,,,4,1762,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-21,2023-07-06,ssRNA(-)
OY283106,Influenza A virus,Alphainfluenzavirus influenzae,,,5,1566,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-21,2023-07-06,ssRNA(-)
OY283107,Influenza A virus,Alphainfluenzavirus influenzae,,,6,1466,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-21,2023-07-06,ssRNA(-)
OY283108,Influenza A virus,Alphainfluenzavirus influenzae,,,7,1027,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-21,2023-07-06,ssRNA(-)
OY283109,Influenza A virus,Alphainfluenzavirus influenzae,,,8,890,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2022-12-21,2023-07-06,ssRNA(-)
OY283110,Influenza A virus,Alphainfluenzavirus influenzae,,,1,2341,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-04,2023-07-06,ssRNA(-)
OY283111,Influenza A virus,Alphainfluenzavirus influenzae,,,2,2341,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-04,2023-07-06,ssRNA(-)
OY283112,Influenza A virus,Alphainfluenzavirus influenzae,,,3,2233,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-04,2023-07-06,ssRNA(-)
OY283113,Influenza A virus,Alphainfluenzavirus influenzae,,,4,1762,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-04,2023-07-06,ssRNA(-)
OY283114,Influenza A virus,Alphainfluenzavirus influenzae,,,5,1566,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-04,2023-07-06,ssRNA(-)
OY283115,Influenza A virus,Alphainfluenzavirus influenzae,,,6,1466,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-04,2023-07-06,ssRNA(-)
OY283116,Influenza A virus,Alphainfluenzavirus influenzae,,,7,1027,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-04,2023-07-06,ssRNA(-)
OY283117,Influenza A virus,Alphainfluenzavirus influenzae,,,8,890,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-01-04,2023-07-06,ssRNA(-)
OY283118,Influenza A virus,Alphainfluenzavirus influenzae,,,2,2351,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-03-14,2023-07-06,ssRNA(-)
OY283119,Influenza A virus,Alphainfluenzavirus influenzae,,,4,1846,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-03-14,2023-07-06,ssRNA(-)
OY283120,Influenza A virus,Alphainfluenzavirus influenzae,,,5,1805,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-03-14,2023-07-06,ssRNA(-)
OY283121,Influenza A virus,Alphainfluenzavirus influenzae,,,6,1522,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-03-14,2023-07-06,ssRNA(-)
OY283122,Influenza A virus,Alphainfluenzavirus influenzae,,,7,1145,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-03-14,2023-07-06,ssRNA(-)
OY283123,Influenza A virus,Alphainfluenzavirus influenzae,,,8,1066,partial,United Kingdom,Homo sapiens,,"Sanderson DAVID,N.",2023-03-14,2023-07-06,ssRNA(-)
OQ992934,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14179,4,1701,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Garrett,C.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2023-03-21,2023-05-22,ssRNA(-)
OQ992935,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14179,7,982,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Garrett,C.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2023-03-21,2023-05-22,ssRNA(-)
OQ992936,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14179,6,1410,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Garrett,C.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2023-03-21,2023-05-22,ssRNA(-)
OQ992937,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14179,5,1497,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Garrett,C.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2023-03-21,2023-05-22,ssRNA(-)
OQ992938,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14179,8,838,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Garrett,C.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2023-03-21,2023-05-22,ssRNA(-)
OQ992939,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14179,3,2151,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Garrett,C.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2023-03-21,2023-05-22,ssRNA(-)
OQ992940,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14179,2,2274,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Garrett,C.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2023-03-21,2023-05-22,ssRNA(-)
OQ992941,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14179,1,2280,partial,United Kingdom: Suffolk,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Garrett,C.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2023-03-21,2023-05-22,ssRNA(-)
OQ763889,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED43,1,2280,partial,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-06,2023-05-03,ssRNA(-)
OQ763890,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_B3.2,1,2280,partial,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-23,2023-05-03,ssRNA(-)
OQ763891,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_B3.2,2,2274,partial,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-23,2023-05-03,ssRNA(-)
OQ763892,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED43,3,2151,partial,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-06,2023-05-03,ssRNA(-)
OQ763893,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_B3.2,3,2125,partial,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-23,2023-05-03,ssRNA(-)
OQ763894,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED43,4,1701,partial,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-06,2023-05-03,ssRNA(-)
OQ763895,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_B3.2,4,1701,partial,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-23,2023-05-03,ssRNA(-)
OQ763896,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED43,5,1497,partial,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-06,2023-05-03,ssRNA(-)
OQ763897,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_B3.2,5,1497,partial,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-23,2023-05-03,ssRNA(-)
OQ763898,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED43,7,982,partial,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-06,2023-05-03,ssRNA(-)
OQ763899,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_B3.2,7,982,partial,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-23,2023-05-03,ssRNA(-)
OQ763900,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED43,8,838,partial,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-06,2023-05-03,ssRNA(-)
OQ763901,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_B3.2,8,838,partial,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-23,2023-05-03,ssRNA(-)
