Accession,Organism_Name,Species,Genotype,Isolate,Segment,Length,Nuc_Completeness,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
OQ764371,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED102,5,1497,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-25,2023-05-03,ssRNA(-)
OQ764372,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED102,7,982,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-25,2023-05-03,ssRNA(-)
OQ764373,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED102,8,838,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-25,2023-05-03,ssRNA(-)
OQ764374,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED102,6,1410,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-25,2023-05-03,ssRNA(-)
OQ764375,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED104,1,2280,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-25,2023-05-03,ssRNA(-)
OQ764376,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED104,2,2274,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-25,2023-05-03,ssRNA(-)
OQ764377,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED104,3,2151,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-25,2023-05-03,ssRNA(-)
OQ764378,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED104,4,1701,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-25,2023-05-03,ssRNA(-)
OQ764379,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED104,5,1497,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-25,2023-05-03,ssRNA(-)
OQ764380,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED104,7,982,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-25,2023-05-03,ssRNA(-)
OQ764381,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED104,8,838,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-25,2023-05-03,ssRNA(-)
OQ764382,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED104,6,1410,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-25,2023-05-03,ssRNA(-)
OQ764383,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED107,1,2280,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-25,2023-05-03,ssRNA(-)
OQ764384,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED107,2,2274,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-25,2023-05-03,ssRNA(-)
OQ764385,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED107,3,2151,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-25,2023-05-03,ssRNA(-)
OQ764386,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED107,4,1701,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-25,2023-05-03,ssRNA(-)
OQ764387,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED107,5,1497,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-25,2023-05-03,ssRNA(-)
OQ764388,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED107,7,982,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-25,2023-05-03,ssRNA(-)
OQ764389,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED107,8,838,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-25,2023-05-03,ssRNA(-)
OQ764390,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED107,6,1410,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-25,2023-05-03,ssRNA(-)
OQ764391,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED11,1,2280,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764392,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED11,2,2274,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764393,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED11,3,2151,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764394,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED11,4,1701,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764395,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED11,5,1497,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764396,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED11,7,982,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764397,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED11,8,838,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764398,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED11,6,1410,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764399,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED12,1,2280,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764400,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED12,2,2274,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764401,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED12,3,2151,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764402,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED12,4,1701,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764403,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED12,5,1497,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764404,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED12,7,982,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764405,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED12,8,838,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764406,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED12,6,1410,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764407,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED13,1,2280,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764408,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED13,2,2274,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764409,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED13,3,2151,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764410,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED13,4,1701,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764411,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED13,5,1497,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764412,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED13,7,982,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764413,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED13,8,838,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764414,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED13,6,1410,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764415,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED14,1,2280,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764416,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED14,2,2274,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764417,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED14,3,2151,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764418,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED14,4,1701,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764419,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED14,5,1497,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764420,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED14,7,982,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764421,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED14,8,838,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764422,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED14,6,1410,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764423,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED15,1,2280,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764424,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED15,2,2274,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764425,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED15,3,2151,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764426,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED15,4,1701,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764427,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED15,5,1497,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764428,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED15,7,982,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764429,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED15,8,838,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764430,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED15,6,1410,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764431,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED16,1,2280,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764432,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED16,2,2274,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764433,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED16,3,2151,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764434,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED16,4,1701,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764435,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED16,5,1497,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764436,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED16,7,982,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764437,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED16,8,838,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764438,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED16,6,1410,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764439,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED18,1,2280,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764440,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED18,2,2274,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764441,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED18,3,2151,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764442,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED18,4,1701,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764443,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED18,5,1497,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764444,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED18,7,982,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764445,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED18,8,838,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764446,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED18,6,1410,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-15,2023-05-03,ssRNA(-)
OQ764447,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED19,1,2280,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764448,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED19,2,2274,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764449,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED19,3,2151,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764450,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED19,4,1701,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764451,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED19,5,1497,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764452,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED19,7,982,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764453,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED19,8,838,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764454,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED19,6,1410,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-16,2023-05-03,ssRNA(-)
OQ764455,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED2,1,2280,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-20,2023-05-03,ssRNA(-)
OQ764456,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED2,2,2274,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-20,2023-05-03,ssRNA(-)
OQ764457,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED2,3,2151,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-20,2023-05-03,ssRNA(-)
OQ764458,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED2,4,1701,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-20,2023-05-03,ssRNA(-)
OQ764459,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED2,5,1497,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-20,2023-05-03,ssRNA(-)
OQ764460,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED2,7,982,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-20,2023-05-03,ssRNA(-)
OQ764461,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED2,8,838,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-20,2023-05-03,ssRNA(-)
OQ764462,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED2,6,1410,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-20,2023-05-03,ssRNA(-)
OQ764463,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED22,1,2280,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-19,2023-05-03,ssRNA(-)
OQ764464,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED22,2,2274,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-19,2023-05-03,ssRNA(-)
OQ764465,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED22,3,2151,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-19,2023-05-03,ssRNA(-)
OQ764466,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED22,4,1701,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-19,2023-05-03,ssRNA(-)
OQ764467,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED22,5,1497,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-19,2023-05-03,ssRNA(-)
OQ764468,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED22,7,982,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-19,2023-05-03,ssRNA(-)
